,x,y,theta,eFL,eFR,eRR,eRL,timestamp
0,0.005530944559723139,0.04002133756875992,-0.006398859899491072,23501.0,17600.0,19381.0,21727.0,1649348785.0511742
1,0.005598326679319143,0.03980059176683426,-0.00011997704132227227,23501.0,17600.0,19381.0,21727.0,1649348785.071673
2,0.005467943847179413,0.03993271291255951,-0.00483148405328393,23501.0,17600.0,19381.0,21727.0,1649348785.0920281
3,0.005675323307514191,0.03995578736066818,-0.0023068201262503862,23501.0,17600.0,19381.0,21727.0,1649348785.1123095
4,0.00553487753495574,0.03976600989699364,-0.005842730402946472,23501.0,17600.0,19381.0,21727.0,1649348785.1326313
5,0.00523018091917038,0.03989455848932266,1.577092189108953e-05,23501.0,17600.0,19381.0,21727.0,1649348785.1533334
6,0.005546424072235823,0.039980266243219376,-0.0038265150506049395,23501.0,17600.0,19381.0,21727.0,1649348785.214391
7,0.0056486413814127445,0.039732202887535095,-0.006905499380081892,23501.0,17600.0,19381.0,21727.0,1649348785.2348242
8,0.005657063331454992,0.03956035152077675,-0.0036251561250537634,23501.0,17600.0,19381.0,21727.0,1649348785.2555275
9,0.005573883652687073,0.039773136377334595,-0.004450949840247631,23501.0,17600.0,19381.0,21727.0,1649348785.2760093
10,0.005551302805542946,0.039969682693481445,-0.004270899575203657,23501.0,17600.0,19381.0,21727.0,1649348785.296013
11,0.005646996200084686,0.03995313122868538,-0.0054877339862287045,23501.0,17600.0,19381.0,21727.0,1649348785.3165727
12,0.005577099975198507,0.03995457664132118,-0.002923064399510622,23501.0,17600.0,19381.0,21727.0,1649348785.3370402
13,0.005327812395989895,0.03985484316945076,0.0017907029250636697,23501.0,17600.0,19381.0,21727.0,1649348785.3572774
14,0.00561101920902729,0.04001165181398392,-0.0056813377887010574,23501.0,17600.0,19381.0,21727.0,1649348785.377628
15,0.005587899126112461,0.03973401337862015,-0.004628526978194714,23501.0,17600.0,19381.0,21727.0,1649348785.398141
16,0.005353137850761414,0.0398341603577137,0.0018004593439400196,23501.0,17600.0,19381.0,21727.0,1649348785.418516
17,0.0052162352949380875,0.039804816246032715,-0.00033209490356966853,23501.0,17600.0,19381.0,21727.0,1649348785.4389052
18,0.005220652557909489,0.039975449442863464,0.0008243982447311282,23501.0,17600.0,19381.0,21727.0,1649348785.4593256
